task_id,project_id,title,description,priority,status,estimate_points,creator_user_id,created_at,updated_at,due_date
2069,42,Task 2069 for project 42,Implement feature 19 and write tests.,HIGH,OPEN,2,114,2024-09-22 02:33:43,2024-12-08 02:33:43,2024-11-08 02:33:43
2070,59,Task 2070 for project 59,Implement feature 20 and write tests.,MEDIUM,IN_PROGRESS,1,216,2025-04-15 23:04:16,2025-06-25 23:04:16,2025-05-16 23:04:16
2071,2,Task 2071 for project 2,Implement feature 21 and write tests.,LOW,IN_PROGRESS,3,176,2025-04-25 03:51:31,2025-06-20 03:51:31,2025-06-17 03:51:31
2072,20,Task 2072 for project 20,Implement feature 22 and write tests.,HIGH,IN_PROGRESS,8,237,2025-08-26 04:15:03,2025-09-16 04:15:03,2025-10-10 04:15:03
2073,87,Task 2073 for project 87,Implement feature 23 and write tests.,MEDIUM,OPEN,3,200,2025-02-18 05:08:41,2025-05-02 05:08:41,2025-04-02 05:08:41
2074,11,Task 2074 for project 11,Implement feature 24 and write tests.,HIGH,OPEN,5,250,2025-04-28 19:31:58,2025-07-04 19:31:58,2025-06-15 19:31:58
2075,48,Task 2075 for project 48,Implement feature 25 and write tests.,MEDIUM,OPEN,1,156,2025-03-18 06:39:54,2025-05-14 06:39:54,
2076,87,Task 2076 for project 87,Implement feature 26 and write tests.,LOW,REVIEW,13,240,2024-08-26 13:48:46,2024-09-16 13:48:46,2024-10-03 13:48:46
2077,80,Task 2077 for project 80,Implement feature 27 and write tests.,MEDIUM,DONE,3,181,2025-07-04 19:00:23,2025-07-06 19:00:23,2025-08-22 19:00:23
2078,97,Task 2078 for project 97,Implement feature 28 and write tests.,MEDIUM,DONE,2,146,2025-08-19 19:03:38,2025-09-27 14:41:22,
2079,69,Task 2079 for project 69,Implement feature 29 and write tests.,HIGH,IN_PROGRESS,5,68,2025-05-24 13:06:51,2025-06-08 13:06:51,2025-07-18 13:06:51
2080,13,Task 2080 for project 13,Implement feature 30 and write tests.,HIGH,REVIEW,8,203,2025-01-20 04:11:48,2025-04-03 04:11:48,2025-01-28 04:11:48
2081,38,Task 2081 for project 38,Implement feature 31 and write tests.,LOW,DONE,3,92,2024-12-05 04:51:17,2025-01-25 04:51:17,
2082,71,Task 2082 for project 71,Implement feature 32 and write tests.,HIGH,DONE,5,210,2025-05-04 00:54:14,2025-06-26 00:54:14,
2083,77,Task 2083 for project 77,Implement feature 33 and write tests.,HIGH,OPEN,5,143,2025-04-08 16:48:07,2025-06-27 16:48:07,
2084,14,Task 2084 for project 14,Implement feature 34 and write tests.,MEDIUM,OPEN,2,163,2025-08-28 18:19:37,2025-09-25 18:19:37,2025-09-23 18:19:37
2085,52,Task 2085 for project 52,Implement feature 35 and write tests.,LOW,IN_PROGRESS,3,254,2025-07-29 22:40:19,2025-09-24 22:40:19,2025-09-27 22:40:19
2086,21,Task 2086 for project 21,Implement feature 36 and write tests.,MEDIUM,BLOCKED,5,91,2025-06-10 08:14:35,2025-07-22 08:14:35,2025-07-15 08:14:35
2087,98,Task 2087 for project 98,Implement feature 37 and write tests.,LOW,DONE,1,238,2024-12-15 10:02:50,2025-02-02 10:02:50,2024-12-22 10:02:50
2088,75,Task 2088 for project 75,Implement feature 38 and write tests.,LOW,DONE,13,215,2025-06-24 11:47:58,2025-06-27 11:47:58,2025-08-04 11:47:58
2089,80,Task 2089 for project 80,Implement feature 39 and write tests.,MEDIUM,DONE,13,115,2024-11-19 05:51:34,2024-11-29 05:51:34,2024-12-22 05:51:34
2090,77,Task 2090 for project 77,Implement feature 40 and write tests.,MEDIUM,OPEN,5,293,2025-06-17 02:48:45,2025-07-28 02:48:45,
2091,79,Task 2091 for project 79,Implement feature 41 and write tests.,HIGH,IN_PROGRESS,1,128,2024-12-10 21:42:27,2025-03-07 21:42:27,2025-01-10 21:42:27
2092,12,Task 2092 for project 12,Implement feature 42 and write tests.,MEDIUM,BLOCKED,5,190,2024-08-21 06:12:42,2024-11-12 06:12:42,
2093,50,Task 2093 for project 50,Implement feature 43 and write tests.,MEDIUM,IN_PROGRESS,8,283,2025-09-04 18:40:23,2025-09-24 18:40:23,
2094,59,Task 2094 for project 59,Implement feature 44 and write tests.,HIGH,OPEN,3,189,2025-02-05 11:51:01,2025-03-02 11:51:01,2025-04-06 11:51:01
2095,42,Task 2095 for project 42,Implement feature 45 and write tests.,HIGH,DONE,2,68,2025-03-19 04:16:05,2025-04-14 04:16:05,2025-03-21 04:16:05
2096,74,Task 2096 for project 74,Implement feature 46 and write tests.,HIGH,REVIEW,3,237,2025-07-26 06:39:57,2025-09-20 06:39:57,2025-09-03 06:39:57
2097,31,Task 2097 for project 31,Implement feature 47 and write tests.,MEDIUM,CANCELLED,1,91,2025-07-27 23:55:29,2025-09-27 14:41:22,2025-08-04 23:55:29
2098,43,Task 2098 for project 43,Implement feature 48 and write tests.,CRITICAL,IN_PROGRESS,2,82,2025-02-09 19:16:30,2025-02-09 19:16:30,2025-02-14 19:16:30
2099,96,Task 2099 for project 96,Implement feature 49 and write tests.,HIGH,DONE,3,17,2025-06-15 05:32:27,2025-08-14 05:32:27,
2100,50,Task 2100 for project 50,Implement feature 0 and write tests.,HIGH,OPEN,2,37,2025-06-23 13:48:11,2025-08-30 13:48:11,
2101,16,Task 2101 for project 16,Implement feature 1 and write tests.,MEDIUM,DONE,3,274,2024-08-22 00:51:52,2024-08-29 00:51:52,2024-10-14 00:51:52
2102,38,Task 2102 for project 38,Implement feature 2 and write tests.,MEDIUM,DONE,3,204,2024-09-03 14:35:59,2024-11-07 14:35:59,2024-10-19 14:35:59
2103,81,Task 2103 for project 81,Implement feature 3 and write tests.,MEDIUM,IN_PROGRESS,3,226,2025-07-02 12:09:31,2025-07-15 12:09:31,
2104,19,Task 2104 for project 19,Implement feature 4 and write tests.,MEDIUM,DONE,3,135,2024-10-29 10:29:21,2024-12-14 10:29:21,
2105,53,Task 2105 for project 53,Implement feature 5 and write tests.,MEDIUM,REVIEW,2,174,2024-11-21 20:49:51,2025-01-21 20:49:51,
2106,27,Task 2106 for project 27,Implement feature 6 and write tests.,HIGH,DONE,3,136,2024-10-18 01:14:37,2024-10-27 01:14:37,2024-12-02 01:14:37
2107,59,Task 2107 for project 59,Implement feature 7 and write tests.,LOW,REVIEW,5,252,2025-02-09 16:45:29,2025-03-24 16:45:29,
2108,38,Task 2108 for project 38,Implement feature 8 and write tests.,MEDIUM,BLOCKED,3,228,2025-04-17 10:39:40,2025-07-15 10:39:40,
2109,34,Task 2109 for project 34,Implement feature 9 and write tests.,LOW,OPEN,13,291,2025-03-05 10:38:03,2025-03-22 10:38:03,2025-04-23 10:38:03
2110,19,Task 2110 for project 19,Implement feature 10 and write tests.,MEDIUM,IN_PROGRESS,1,268,2025-03-15 15:25:20,2025-05-01 15:25:20,2025-05-11 15:25:20
2111,73,Task 2111 for project 73,Implement feature 11 and write tests.,HIGH,OPEN,3,186,2025-03-17 19:23:31,2025-04-06 19:23:31,2025-05-02 19:23:31
2112,73,Task 2112 for project 73,Implement feature 12 and write tests.,LOW,BLOCKED,5,157,2025-08-07 18:38:27,2025-09-27 14:41:22,
2113,38,Task 2113 for project 38,Implement feature 13 and write tests.,LOW,OPEN,3,80,2024-11-11 11:05:33,2024-12-30 11:05:33,2024-11-30 11:05:33
2114,33,Task 2114 for project 33,Implement feature 14 and write tests.,LOW,IN_PROGRESS,5,117,2024-08-25 08:44:05,2024-11-07 08:44:05,
2115,39,Task 2115 for project 39,Implement feature 15 and write tests.,HIGH,REVIEW,3,76,2024-08-12 23:37:45,2024-10-16 23:37:45,2024-09-28 23:37:45
2116,96,Task 2116 for project 96,Implement feature 16 and write tests.,MEDIUM,OPEN,13,265,2025-06-14 20:10:54,2025-07-05 20:10:54,2025-08-11 20:10:54
2117,45,Task 2117 for project 45,Implement feature 17 and write tests.,HIGH,REVIEW,1,80,2025-08-27 19:46:57,2025-09-27 14:41:22,2025-09-20 19:46:57
2118,63,Task 2118 for project 63,Implement feature 18 and write tests.,LOW,BLOCKED,3,87,2025-09-15 13:48:51,2025-09-27 14:41:22,2025-10-16 13:48:51
2119,2,Task 2119 for project 2,Implement feature 19 and write tests.,CRITICAL,DONE,3,34,2025-04-26 12:52:22,2025-05-24 12:52:22,2025-05-10 12:52:22
2120,20,Task 2120 for project 20,Implement feature 20 and write tests.,HIGH,IN_PROGRESS,5,143,2024-11-04 12:02:06,2025-01-06 12:02:06,2024-11-27 12:02:06
2121,59,Task 2121 for project 59,Implement feature 21 and write tests.,MEDIUM,OPEN,2,292,2024-08-13 02:07:42,2024-10-19 02:07:42,
2122,30,Task 2122 for project 30,Implement feature 22 and write tests.,MEDIUM,IN_PROGRESS,3,104,2025-05-12 23:56:42,2025-07-31 23:56:42,2025-06-07 23:56:42
2123,13,Task 2123 for project 13,Implement feature 23 and write tests.,LOW,IN_PROGRESS,3,169,2025-09-01 17:37:07,2025-09-27 14:41:22,2025-10-07 17:37:07
2124,95,Task 2124 for project 95,Implement feature 24 and write tests.,MEDIUM,DONE,2,276,2024-10-04 07:41:39,2024-10-11 07:41:39,
2125,58,Task 2125 for project 58,Implement feature 25 and write tests.,HIGH,DONE,2,291,2025-09-13 19:09:41,2025-09-27 14:41:22,2025-09-30 19:09:41
2126,89,Task 2126 for project 89,Implement feature 26 and write tests.,HIGH,OPEN,8,126,2025-01-27 23:15:15,2025-02-18 23:15:15,2025-02-26 23:15:15
2127,6,Task 2127 for project 6,Implement feature 27 and write tests.,HIGH,CANCELLED,5,137,2025-03-07 03:13:38,2025-03-15 03:13:38,2025-03-20 03:13:38
2128,17,Task 2128 for project 17,Implement feature 28 and write tests.,LOW,BLOCKED,2,268,2025-03-26 18:33:39,2025-04-26 18:33:39,2025-04-10 18:33:39
2129,75,Task 2129 for project 75,Implement feature 29 and write tests.,MEDIUM,IN_PROGRESS,3,298,2025-08-09 07:52:35,2025-08-15 07:52:35,2025-09-13 07:52:35
2130,41,Task 2130 for project 41,Implement feature 30 and write tests.,MEDIUM,DONE,3,38,2025-01-03 04:19:56,2025-01-13 04:19:56,2025-02-01 04:19:56
2131,61,Task 2131 for project 61,Implement feature 31 and write tests.,MEDIUM,OPEN,5,102,2024-10-20 04:30:40,2025-01-04 04:30:40,2024-11-03 04:30:40
2132,63,Task 2132 for project 63,Implement feature 32 and write tests.,CRITICAL,REVIEW,2,154,2024-08-11 01:41:33,2024-08-25 01:41:33,2024-10-06 01:41:33
2133,93,Task 2133 for project 93,Implement feature 33 and write tests.,MEDIUM,IN_PROGRESS,3,227,2025-01-01 22:00:05,2025-03-20 22:00:05,2025-02-11 22:00:05
2134,97,Task 2134 for project 97,Implement feature 34 and write tests.,MEDIUM,DONE,8,234,2024-08-03 23:55:09,2024-10-18 23:55:09,2024-08-30 23:55:09
2135,35,Task 2135 for project 35,Implement feature 35 and write tests.,HIGH,OPEN,1,253,2024-12-18 17:28:55,2025-02-21 17:28:55,2025-01-18 17:28:55
2136,37,Task 2136 for project 37,Implement feature 36 and write tests.,MEDIUM,DONE,2,154,2025-02-24 19:43:57,2025-03-27 19:43:57,
2137,44,Task 2137 for project 44,Implement feature 37 and write tests.,HIGH,BLOCKED,1,141,2025-08-29 08:27:00,2025-09-12 08:27:00,2025-09-27 08:27:00
2138,97,Task 2138 for project 97,Implement feature 38 and write tests.,HIGH,IN_PROGRESS,3,94,2025-08-17 07:50:51,2025-09-27 14:41:22,2025-10-14 07:50:51
2139,61,Task 2139 for project 61,Implement feature 39 and write tests.,MEDIUM,OPEN,3,254,2024-12-08 07:40:09,2025-02-01 07:40:09,2025-01-26 07:40:09
2140,87,Task 2140 for project 87,Implement feature 40 and write tests.,HIGH,DONE,3,156,2024-10-16 01:33:51,2024-12-11 01:33:51,
2141,44,Task 2141 for project 44,Implement feature 41 and write tests.,MEDIUM,CANCELLED,1,276,2024-12-23 11:38:16,2025-01-21 11:38:16,2024-12-30 11:38:16
2142,28,Task 2142 for project 28,Implement feature 42 and write tests.,MEDIUM,IN_PROGRESS,2,158,2025-08-28 08:32:25,2025-09-27 14:41:22,2025-10-17 08:32:25
2143,61,Task 2143 for project 61,Implement feature 43 and write tests.,HIGH,DONE,2,53,2025-03-24 16:14:22,2025-04-19 16:14:22,
2144,74,Task 2144 for project 74,Implement feature 44 and write tests.,HIGH,REVIEW,8,80,2025-04-12 02:06:52,2025-06-01 02:06:52,2025-06-01 02:06:52
2145,22,Task 2145 for project 22,Implement feature 45 and write tests.,MEDIUM,DONE,5,81,2024-12-03 15:51:16,2025-02-01 15:51:16,2025-01-06 15:51:16
2146,84,Task 2146 for project 84,Implement feature 46 and write tests.,MEDIUM,REVIEW,1,214,2025-02-28 20:21:21,2025-04-29 20:21:21,2025-03-17 20:21:21
2147,39,Task 2147 for project 39,Implement feature 47 and write tests.,MEDIUM,OPEN,2,190,2024-11-24 05:26:03,2025-01-08 05:26:03,2025-01-10 05:26:03
2148,96,Task 2148 for project 96,Implement feature 48 and write tests.,HIGH,OPEN,1,162,2025-07-18 21:51:06,2025-09-06 21:51:06,2025-08-24 21:51:06
2149,98,Task 2149 for project 98,Implement feature 49 and write tests.,MEDIUM,REVIEW,13,214,2024-08-08 00:25:58,2024-09-28 00:25:58,
2150,8,Task 2150 for project 8,Implement feature 0 and write tests.,LOW,IN_PROGRESS,3,210,2025-05-05 06:29:38,2025-07-02 06:29:38,2025-05-14 06:29:38
2151,99,Task 2151 for project 99,Implement feature 1 and write tests.,CRITICAL,DONE,3,141,2024-08-18 17:48:57,2024-09-12 17:48:57,
2152,27,Task 2152 for project 27,Implement feature 2 and write tests.,HIGH,IN_PROGRESS,2,132,2025-03-20 14:06:06,2025-03-23 14:06:06,
2153,42,Task 2153 for project 42,Implement feature 3 and write tests.,MEDIUM,REVIEW,1,219,2025-05-27 15:15:36,2025-06-21 15:15:36,2025-07-02 15:15:36
2154,28,Task 2154 for project 28,Implement feature 4 and write tests.,MEDIUM,IN_PROGRESS,5,258,2025-07-11 10:48:24,2025-07-24 10:48:24,
2155,10,Task 2155 for project 10,Implement feature 5 and write tests.,MEDIUM,DONE,8,125,2024-12-06 05:05:48,2025-02-19 05:05:48,2025-01-06 05:05:48
2156,61,Task 2156 for project 61,Implement feature 6 and write tests.,MEDIUM,OPEN,1,24,2025-06-02 13:59:27,2025-08-31 13:59:27,2025-07-31 13:59:27
2157,63,Task 2157 for project 63,Implement feature 7 and write tests.,HIGH,DONE,5,128,2025-03-09 04:55:34,2025-05-23 04:55:34,
2158,49,Task 2158 for project 49,Implement feature 8 and write tests.,MEDIUM,DONE,13,31,2024-10-21 09:39:59,2024-11-25 09:39:59,2024-11-12 09:39:59
2159,69,Task 2159 for project 69,Implement feature 9 and write tests.,HIGH,DONE,3,190,2025-07-09 21:55:10,2025-07-23 21:55:10,
2160,61,Task 2160 for project 61,Implement feature 10 and write tests.,MEDIUM,OPEN,1,69,2024-09-30 01:56:23,2024-11-21 01:56:23,2024-11-19 01:56:23
2161,20,Task 2161 for project 20,Implement feature 11 and write tests.,MEDIUM,REVIEW,5,78,2025-03-23 17:45:43,2025-04-03 17:45:43,2025-04-28 17:45:43
2162,57,Task 2162 for project 57,Implement feature 12 and write tests.,LOW,OPEN,3,126,2025-04-15 06:06:33,2025-07-08 06:06:33,2025-06-03 06:06:33
2163,34,Task 2163 for project 34,Implement feature 13 and write tests.,MEDIUM,CANCELLED,3,286,2025-09-20 01:45:32,2025-09-27 14:41:22,
2164,3,Task 2164 for project 3,Implement feature 14 and write tests.,MEDIUM,DONE,2,72,2024-09-25 10:22:26,2024-12-23 10:22:26,
2165,92,Task 2165 for project 92,Implement feature 15 and write tests.,LOW,IN_PROGRESS,13,161,2025-05-11 04:29:50,2025-07-07 04:29:50,
2166,96,Task 2166 for project 96,Implement feature 16 and write tests.,MEDIUM,OPEN,1,110,2024-12-24 15:18:30,2025-02-20 15:18:30,2025-01-08 15:18:30
2167,47,Task 2167 for project 47,Implement feature 17 and write tests.,HIGH,IN_PROGRESS,2,171,2025-01-05 04:02:31,2025-02-07 04:02:31,2025-02-20 04:02:31
2168,33,Task 2168 for project 33,Implement feature 18 and write tests.,MEDIUM,OPEN,1,12,2024-11-20 13:30:38,2025-01-13 13:30:38,2024-12-17 13:30:38
2169,51,Task 2169 for project 51,Implement feature 19 and write tests.,HIGH,OPEN,5,250,2024-09-09 22:03:13,2024-09-16 22:03:13,
2170,66,Task 2170 for project 66,Implement feature 20 and write tests.,HIGH,DONE,5,192,2024-08-16 04:42:10,2024-10-19 04:42:10,2024-08-19 04:42:10
2171,42,Task 2171 for project 42,Implement feature 21 and write tests.,HIGH,OPEN,8,276,2025-08-20 18:24:38,2025-09-27 14:41:22,2025-09-11 18:24:38
2172,9,Task 2172 for project 9,Implement feature 22 and write tests.,MEDIUM,DONE,2,39,2024-10-14 04:22:08,2024-10-28 04:22:08,
2173,69,Task 2173 for project 69,Implement feature 23 and write tests.,HIGH,DONE,13,82,2025-09-06 11:01:47,2025-09-17 11:01:47,
2174,74,Task 2174 for project 74,Implement feature 24 and write tests.,LOW,OPEN,2,240,2024-12-29 21:05:22,2025-03-26 21:05:22,
2175,56,Task 2175 for project 56,Implement feature 25 and write tests.,LOW,DONE,1,142,2025-07-31 08:14:57,2025-08-19 08:14:57,2025-09-26 08:14:57
2176,84,Task 2176 for project 84,Implement feature 26 and write tests.,LOW,CANCELLED,8,170,2024-09-29 07:59:19,2024-11-11 07:59:19,2024-11-05 07:59:19
2177,59,Task 2177 for project 59,Implement feature 27 and write tests.,HIGH,IN_PROGRESS,3,271,2025-07-05 11:09:24,2025-08-25 11:09:24,
2178,74,Task 2178 for project 74,Implement feature 28 and write tests.,HIGH,DONE,1,151,2024-08-08 13:08:08,2024-08-10 13:08:08,2024-09-02 13:08:08
2179,2,Task 2179 for project 2,Implement feature 29 and write tests.,MEDIUM,OPEN,5,116,2025-04-11 00:22:06,2025-05-09 00:22:06,2025-04-28 00:22:06
2180,75,Task 2180 for project 75,Implement feature 30 and write tests.,MEDIUM,DONE,5,168,2025-09-21 02:40:43,2025-09-27 14:41:22,2025-11-03 02:40:43
2181,99,Task 2181 for project 99,Implement feature 31 and write tests.,HIGH,OPEN,13,295,2025-05-06 01:45:25,2025-07-18 01:45:25,
2182,20,Task 2182 for project 20,Implement feature 32 and write tests.,MEDIUM,IN_PROGRESS,1,97,2024-11-26 18:53:59,2024-12-08 18:53:59,2024-12-08 18:53:59
2183,4,Task 2183 for project 4,Implement feature 33 and write tests.,MEDIUM,BLOCKED,1,274,2024-09-03 06:08:20,2024-11-11 06:08:20,
2184,45,Task 2184 for project 45,Implement feature 34 and write tests.,MEDIUM,IN_PROGRESS,3,36,2025-04-14 23:00:20,2025-05-13 23:00:20,
2185,85,Task 2185 for project 85,Implement feature 35 and write tests.,LOW,REVIEW,5,107,2025-01-07 06:40:35,2025-02-10 06:40:35,2025-02-04 06:40:35
2186,30,Task 2186 for project 30,Implement feature 36 and write tests.,MEDIUM,DONE,1,112,2025-05-06 14:47:45,2025-07-01 14:47:45,2025-07-02 14:47:45
2187,16,Task 2187 for project 16,Implement feature 37 and write tests.,CRITICAL,DONE,2,193,2024-08-23 08:37:30,2024-09-18 08:37:30,2024-10-10 08:37:30
2188,49,Task 2188 for project 49,Implement feature 38 and write tests.,LOW,IN_PROGRESS,3,26,2025-07-16 15:52:33,2025-08-11 15:52:33,2025-07-29 15:52:33
2189,99,Task 2189 for project 99,Implement feature 39 and write tests.,MEDIUM,OPEN,5,195,2024-11-08 10:19:16,2025-01-11 10:19:16,2024-11-20 10:19:16
2190,75,Task 2190 for project 75,Implement feature 40 and write tests.,MEDIUM,REVIEW,3,265,2024-11-06 03:24:42,2024-11-21 03:24:42,2024-11-20 03:24:42
2191,63,Task 2191 for project 63,Implement feature 41 and write tests.,LOW,REVIEW,1,184,2025-04-06 17:45:10,2025-04-17 17:45:10,2025-04-20 17:45:10
2192,65,Task 2192 for project 65,Implement feature 42 and write tests.,LOW,DONE,5,185,2025-08-09 20:51:46,2025-09-27 14:41:22,2025-08-17 20:51:46
2193,3,Task 2193 for project 3,Implement feature 43 and write tests.,MEDIUM,DONE,3,4,2025-05-25 18:56:45,2025-07-15 18:56:45,
2194,13,Task 2194 for project 13,Implement feature 44 and write tests.,HIGH,REVIEW,8,182,2025-05-10 12:53:29,2025-05-18 12:53:29,
2195,56,Task 2195 for project 56,Implement feature 45 and write tests.,LOW,DONE,5,154,2025-01-28 18:14:52,2025-02-07 18:14:52,
2196,84,Task 2196 for project 84,Implement feature 46 and write tests.,MEDIUM,IN_PROGRESS,1,200,2025-08-04 17:30:14,2025-09-27 14:41:22,2025-08-22 17:30:14
2197,42,Task 2197 for project 42,Implement feature 47 and write tests.,HIGH,OPEN,3,24,2024-11-20 22:11:42,2024-12-12 22:11:42,
2198,73,Task 2198 for project 73,Implement feature 48 and write tests.,MEDIUM,IN_PROGRESS,8,5,2024-11-10 23:49:07,2025-02-06 23:49:07,2024-11-19 23:49:07
2199,61,Task 2199 for project 61,Implement feature 49 and write tests.,MEDIUM,DONE,1,20,2024-09-20 03:11:40,2024-12-13 03:11:40,2024-10-04 03:11:40
2200,38,Task 2200 for project 38,Implement feature 0 and write tests.,HIGH,IN_PROGRESS,3,191,2025-06-21 20:32:43,2025-08-13 20:32:43,
2201,23,Task 2201 for project 23,Implement feature 1 and write tests.,MEDIUM,BLOCKED,3,90,2025-09-10 10:05:17,2025-09-27 14:41:22,
2202,24,Task 2202 for project 24,Implement feature 2 and write tests.,MEDIUM,DONE,1,187,2024-10-27 13:53:46,2024-10-30 13:53:46,
2203,64,Task 2203 for project 64,Implement feature 3 and write tests.,MEDIUM,OPEN,8,105,2025-03-29 08:09:04,2025-05-01 08:09:04,2025-04-22 08:09:04
2204,80,Task 2204 for project 80,Implement feature 4 and write tests.,HIGH,IN_PROGRESS,5,165,2024-08-25 17:33:40,2024-10-06 17:33:40,
2205,4,Task 2205 for project 4,Implement feature 5 and write tests.,LOW,IN_PROGRESS,1,241,2024-08-30 04:38:53,2024-09-17 04:38:53,
2206,53,Task 2206 for project 53,Implement feature 6 and write tests.,LOW,DONE,3,24,2025-05-23 11:09:51,2025-07-29 11:09:51,
2207,22,Task 2207 for project 22,Implement feature 7 and write tests.,HIGH,BLOCKED,1,81,2024-10-20 08:58:22,2024-11-17 08:58:22,2024-12-17 08:58:22
2208,12,Task 2208 for project 12,Implement feature 8 and write tests.,MEDIUM,IN_PROGRESS,3,215,2024-09-24 03:05:26,2024-11-22 03:05:26,2024-10-25 03:05:26
2209,54,Task 2209 for project 54,Implement feature 9 and write tests.,LOW,DONE,8,275,2025-07-11 16:38:08,2025-09-27 14:41:22,2025-08-19 16:38:08
2210,1,Task 2210 for project 1,Implement feature 10 and write tests.,MEDIUM,REVIEW,5,160,2025-08-08 12:30:40,2025-09-09 12:30:40,2025-10-05 12:30:40
2211,17,Task 2211 for project 17,Implement feature 11 and write tests.,LOW,IN_PROGRESS,5,166,2025-05-14 13:38:43,2025-08-07 13:38:43,
2212,92,Task 2212 for project 92,Implement feature 12 and write tests.,MEDIUM,BLOCKED,2,50,2025-08-09 17:20:15,2025-09-27 14:41:22,2025-10-02 17:20:15
